game_id,1_opener_fip,1_opener_freshness,1_others_fip,1_others_freshness,1_woba,1_ooa,1_home,1_team,1_is_wildcard,2_opener_fip,2_opener_freshness,2_others_fip,2_others_freshness,2_woba,w_ooa,2_team,2_is_wildcard,is_playoff,result
ARI_COL_2017-10-04,3.43,17280.0,5.746,80611.2,0.329,-2,0,ARI,0,9.91,96480.0,3.552857142857143,66270.85714285694,0.332,21,COL,0,1,1
ARI_LAD_2017-10-06,16.16,96480.0,2.46,61398.0,0.329,-2,1,ARI,0,10.58,8376.0,4.16,40792.0,0.33,-18,LAD,0,1,0
ARI_LAD_2017-10-07,2.71,72.0,3.926666666666667,56.0,0.329,-2,1,ARI,0,6.66,8496.0,2.2150000000000003,18908.0,0.33,-18,LAD,0,1,0
ARI_LAD_2017-10-09,3.56,8808.0,2.5675,48.0,0.33,-18,1,LAD,0,7.08,120.0,3.47,60.0,0.329,-2,ARI,0,1,1
ARI_LAD_2023-10-07,2.62,96480.0,5.734999999999999,96.0,0.317,35,1,ARI,0,51.26,8640.0,5.926666666666667,43600.0,0.341,-4,LAD,0,1,1
ARI_MIL_2023-10-04,3.42,96480.0,1.7033333333333331,24.0,0.317,35,1,ARI,0,5.06,17352.0,1.54,24.0,0.309,39,MIL,0,1,1
ARI_PHI_2023-10-16,6.44,168.0,4.76,48348.0,0.317,35,1,ARI,0,2.04,168.0,2.6766666666666663,96.0,0.329,6,PHI,0,1,0
ARI_PHI_2023-10-17,1.7,144.0,6.81,156.0,0.329,6,0,PHI,0,5.92,240.0,4.92,144.0,0.317,35,ARI,0,1,1
ARI_PHI_2023-10-21,2.37,120.0,3.133333333333333,24.0,0.329,6,1,PHI,0,6.93,120.0,3.7649999999999997,24.0,0.317,35,ARI,0,1,1
ARI_PHI_2023-10-23,3.04,144.0,4.926666666666667,144.0,0.329,6,0,PHI,0,4.73,144.0,1.7533333333333332,72.0,0.317,35,ARI,0,1,0
ARI_TEX_2023-10-27,2.77,120.0,5.6175,174.0,0.34,32,0,TEX,1,6.33,144.0,3.8966666666666665,100.0,0.317,35,ARI,0,1,1
ARI_TEX_2023-10-31,3.26,96.0,6.84,24.0,0.317,35,0,ARI,0,3.62,72.0,6.767999999999999,163.2,0.34,32,TEX,1,1,0
ARI_TEX_2023-11-01,5.48,120.0,3.215,120.0,0.317,35,0,ARI,0,2.98,120.0,3.86,48.0,0.34,32,TEX,1,1,0
ATL_CIN_2020-09-30,0.45,17352.0,1.5025,82401.6,0.312,-12,1,CIN,0,2.19,8568.0,2.475714285714286,26166.857142856945,0.355,13,ATL,0,1,0
ATL_CIN_2020-10-01,1.13,96480.0,6.193333333333334,24.0,0.312,-12,1,CIN,0,1.19,96480.0,1.0966666666666667,24.0,0.355,13,ATL,0,1,0
ATL_HOU_2021-10-26,4.25,168.0,2.2449999999999997,72.0,0.31668919772583703,12,1,ATL,0,5.88,144.0,4.1739999999999995,158.4,0.31668919772583703,34,HOU,0,1,1
ATL_HOU_2021-10-27,3.4,144.0,2.5433333333333334,3136.0,0.31668919772583703,12,1,ATL,0,5.57,216.0,2.8175,114.0,0.31668919772583703,34,HOU,0,1,0
ATL_HOU_2021-10-29,3.64,144.0,2.2475,72.0,0.31668919772583703,12,0,ATL,0,4.94,168.0,3.56,105.6,0.31668919772583703,34,HOU,0,1,1
ATL_HOU_2021-10-31,7.03,120.0,4.196,48.0,0.31668919772583703,34,1,HOU,0,6.67,96480.0,3.54,66.0,0.31668919772583703,12,ATL,0,1,1
ATL_HOU_2021-11-02,2.92,144.0,1.7,72.0,0.31668919772583703,12,1,ATL,0,5.28,96.0,3.634285714285714,65.14285714277777,0.31668919772583703,34,HOU,0,1,1
ATL_LAD_2018-10-04,0.87,35016.0,0.8266666666666668,67016.0,0.333,-14,0,LAD,0,17.16,96480.0,6.36,71904.0,0.319,44,ATL,0,1,1
ATL_LAD_2018-10-05,2.79,8112.0,1.16,8112.0,0.333,-14,0,LAD,0,8.09,35112.0,2.36,64328.0,0.319,44,ATL,0,1,1
ATL_LAD_2018-10-07,4.23,72.0,5.771666666666666,21932.0,0.319,44,0,ATL,0,4.76,96480.0,4.41,30600.0,0.333,-14,LAD,0,1,1
ATL_LAD_2018-10-08,8.16,96.0,7.253333333333333,7356.0,0.319,44,0,ATL,0,5.24,8208.0,1.122,1684.8,0.333,-14,LAD,0,1,0
ATL_LAD_2020-10-12,4.19,144.0,6.4879999999999995,5390.4,0.35,11,0,LAD,0,3.13,144.0,1.5666666666666667,128.0,0.355,13,ATL,0,1,0
ATL_LAD_2020-10-13,1.91,144.0,5.775000000000001,1556.0,0.355,13,1,ATL,0,5.04,96480.0,7.815,2956.0,0.35,11,LAD,0,1,1
ATL_LAD_2020-10-14,2.42,144.0,4.44,60.0,0.35,11,1,LAD,0,7.24,144.0,7.815000000000001,32922.0,0.355,13,ATL,0,1,1
ATL_LAD_2020-10-15,4.19,96480.0,1.405,48.0,0.355,13,0,ATL,0,3.14,192.0,4.43,60.0,0.35,11,LAD,0,1,1
ATL_LAD_2020-10-16,2.44,72.0,3.6379999999999995,38.4,0.355,13,0,ATL,0,2.74,96.0,3.3466666666666662,52.0,0.35,11,LAD,0,1,0
ATL_LAD_2020-10-17,4.33,120.0,4.7,72.0,0.355,13,1,ATL,0,3.24,120.0,2.31,24.0,0.35,11,LAD,0,1,0
ATL_LAD_2020-10-18,2.23,120.0,2.9859999999999998,57.6,0.355,13,1,ATL,0,3.32,48.0,4.0925,72.0,0.35,11,LAD,0,1,0
ATL_LAD_2021-10-16,-0.43,48.0,3.1099999999999994,1480.0,0.31668919772583703,-16,1,LAD,0,1.92,168.0,2.5166666666666666,96.0,0.31668919772583703,12,ATL,0,1,0
ATL_LAD_2021-10-17,4.3,144.0,2.9757142857142855,2547.4285714283333,0.31668919772583703,12,0,ATL,0,3.05,72.0,1.8466666666666667,40.0,0.31668919772583703,-16,LAD,0,1,1
ATL_LAD_2021-10-19,4.43,168.0,3.21,48.0,0.31668919772583703,12,1,ATL,0,4.57,168.0,2.551428571428572,13834.285714285556,0.31668919772583703,-16,LAD,0,1,0
ATL_LAD_2021-10-20,5.24,72.0,5.13,24.0,0.31668919772583703,-16,0,LAD,0,3.63,24.0,2.34,14068.8,0.31668919772583703,12,ATL,0,1,0
ATL_LAD_2021-10-21,4.01,120.0,8.92,60.0,0.31668919772583703,12,1,ATL,0,4.3,48.0,1.2783333333333333,64.0,0.31668919772583703,-16,LAD,0,1,0
ATL_LAD_2021-10-23,3.5,144.0,2.5574999999999997,78.0,0.31668919772583703,12,0,ATL,0,4.81,96.0,1.332,48.0,0.31668919772583703,-16,LAD,0,1,1
ATL_MIA_2020-10-06,3.01,144.0,1.222,129.6,0.355,13,0,ATL,0,4.77,144.0,13.07,64352.0,0.308,-11,MIA,0,1,1
ATL_MIA_2020-10-07,5.59,96480.0,1.51,120.0,0.308,-11,1,MIA,0,1.05,144.0,1.8725,24.0,0.355,13,ATL,0,1,0
ATL_MIA_2020-10-08,3.82,144.0,5.59,32188.0,0.308,-11,0,MIA,0,2.36,96480.0,1.823333333333333,32288.0,0.355,13,ATL,0,1,0
ATL_MIL_2021-10-08,3.34,8400.0,3.67,13020.0,0.31668919772583703,12,1,ATL,0,2.67,26040.0,6.42,8928.0,0.31668919772583703,-21,MIL,0,1,0
ATL_MIL_2021-10-09,0.17,8568.0,3.6833333333333336,2880.0,0.31668919772583703,12,1,ATL,0,3.5,8952.0,2.67,13200.0,0.31668919772583703,-21,MIL,0,1,1
ATL_MIL_2021-10-11,1.42,9024.0,5.336666666666666,56.0,0.31668919772583703,-21,1,MIL,0,1.37,8592.0,2.6825,6666.0,0.31668919772583703,12,ATL,0,1,0
ATL_MIL_2021-10-12,4.53,96480.0,4.266666666666667,64.0,0.31668919772583703,-21,1,MIL,0,2.85,96.0,3.9233333333333333,2904.0,0.31668919772583703,12,ATL,0,1,0
ATL_PHI_2022-10-11,8.51,96480.0,6.366666666666666,35160.0,0.322,-33,1,PHI,0,2.81,8232.0,1.6933333333333334,37840.0,0.33,6,ATL,0,1,1
ATL_PHI_2022-10-12,2.63,120.0,3.0100000000000002,26388.0,0.322,-33,1,PHI,0,1.61,8328.0,1.7766666666666666,11528.0,0.33,6,ATL,0,1,0
ATL_PHI_2022-10-15,5.11,72.0,3.472,62.4,0.322,-33,0,PHI,0,8.11,8496.0,4.555,78.0,0.33,6,ATL,0,1,1
ATL_PHI_2023-10-09,1.72,144.0,7.036666666666668,72.0,0.329,6,1,PHI,0,8.01,8712.0,3.54,38620.8,0.359,-11,ATL,0,1,0
ATL_SDP_2024-10-02,0.98,17088.0,4.045,4380.0,0.324,6,0,SDP,0,7.67,8616.0,3.67,8580.0,0.315,1,ATL,0,1,1
ATL_STL_2019-10-03,3.61,96480.0,8.835,73016.0,0.314,27,1,STL,0,5.14,8448.0,5.460000000000001,51291.42857142833,0.332,4,ATL,0,1,1
ATL_STL_2019-10-04,1.21,8664.0,1.21,24.0,0.332,4,0,ATL,0,3.21,96480.0,4.71,24.0,0.314,27,STL,0,1,1
ATL_STL_2019-10-06,1.91,34896.0,10.125,72.0,0.314,27,0,STL,0,1.21,96480.0,2.0825,60.0,0.332,4,ATL,0,1,0
ATL_STL_2019-10-07,8.59,96.0,3.99,4408.0,0.332,4,1,ATL,0,6.43,96480.0,3.8442857142857148,72.0,0.314,27,STL,0,1,0
ATL_STL_2019-10-09,3.44,120.0,1.8766666666666667,32192.0,0.314,27,1,STL,0,2.53,120.0,2.731666666666667,52.0,0.332,4,ATL,0,1,1
BAL_KCR_2024-10-02,3.17,8736.0,1.7899999999999998,6844.8,0.324,-11,0,BAL,1,4.78,17376.0,2.07,48252.0,0.307,39,KCR,1,1,0
BAL_TEX_2023-10-10,1.06,144.0,4.785,60.0,0.34,32,0,TEX,1,20.66,96480.0,7.92,8232.0,0.32,-12,BAL,0,1,1
BAL_TOR_2016-10-04,4.99,17400.0,1.044,56880.0,0.326,5,1,BAL,1,3.31,8424.0,2.5100000000000002,31449.6,0.327,4,TOR,1,1,0
BOS_CLE_2016-10-06,6.15,96480.0,7.216666666666666,20528.0,0.326,21,0,CLE,0,10.07,26136.0,0.1499999999999999,49344.0,0.346,-7,BOS,0,1,1
BOS_CLE_2016-10-07,2.86,96480.0,6.05,8868.0,0.326,21,0,CLE,0,7.05,8400.0,0.41,52665.6,0.346,-7,BOS,0,1,1
BOS_CLE_2016-10-10,2.15,96480.0,3.606666666666667,88.0,0.326,21,1,CLE,0,1.9,25896.0,1.705,84.0,0.346,-7,BOS,0,1,1
BOS_HOU_2017-10-05,3.16,26352.0,1.6600000000000001,54762.0,0.349,6,0,HOU,0,9.16,96480.0,7.16,37952.0,0.316,3,BOS,0,1,1
BOS_HOU_2017-10-06,16.66,8664.0,8.384,36528.0,0.316,3,1,BOS,0,2.28,17352.0,0.30333333333333334,37968.0,0.349,6,HOU,0,1,0
BOS_HOU_2017-10-08,1.28,96480.0,6.912000000000001,3537.6,0.349,6,1,HOU,0,13.66,26352.0,3.8725,54.0,0.316,3,BOS,0,1,0
BOS_HOU_2017-10-09,4.77,35112.0,5.755,84.0,0.349,6,1,HOU,0,4.16,96.0,4.986666666666667,64.0,0.316,3,BOS,0,1,1
BOS_HOU_2018-10-13,2.48,96.0,9.766,129.6,0.34,10,0,BOS,0,2.45,192.0,0.9066666666666667,136.0,0.327,47,HOU,0,1,0
BOS_HOU_2018-10-14,2.01,192.0,2.3733333333333335,32862.0,0.327,47,1,HOU,0,10.9,192.0,4.2825,72.0,0.34,10,BOS,0,1,0
BOS_HOU_2018-10-16,4.96,192.0,9.903333333333332,1560.0,0.327,47,0,HOU,0,2.24,192.0,4.18,90.0,0.34,10,BOS,0,1,0
BOS_HOU_2018-10-17,5.04,72.0,4.63,33.6,0.34,10,1,BOS,0,5.3,8400.0,3.044,43.2,0.327,47,HOU,0,1,1
BOS_HOU_2018-10-18,5.67,96.0,4.886666666666667,32.0,0.34,10,1,BOS,0,4.08,120.0,5.16,48.0,0.327,47,HOU,0,1,1
BOS_HOU_2021-10-15,6.99,168.0,3.496666666666666,8884.0,0.31668919772583703,-39,1,BOS,1,4.88,168.0,2.887142857142858,85.71428571416666,0.31668919772583703,34,HOU,0,1,0
BOS_HOU_2021-10-16,2.79,144.0,12.92666666666667,32176.0,0.31668919772583703,-39,1,BOS,1,12.44,144.0,3.5425,6636.0,0.31668919772583703,34,HOU,0,1,1
BOS_HOU_2021-10-18,2.46,168.0,6.105,72.0,0.31668919772583703,-39,0,BOS,1,13.37,8784.0,4.040000000000001,57.6,0.31668919772583703,34,HOU,0,1,1
BOS_HOU_2021-10-19,11.74,216.0,3.104,67.2,0.31668919772583703,34,1,HOU,0,5.07,216.0,3.1100000000000003,66.0,0.31668919772583703,-39,BOS,1,1,1
BOS_HOU_2021-10-20,4.57,120.0,3.88,48.0,0.31668919772583703,34,1,HOU,0,5.28,120.0,8.747500000000002,66.0,0.31668919772583703,-39,BOS,1,1,1
BOS_HOU_2021-10-22,5.63,144.0,3.4524999999999997,66.0,0.31668919772583703,34,0,HOU,0,2.73,72.0,4.13,104.0,0.31668919772583703,-39,BOS,1,1,1
BOS_LAD_2018-10-23,2.94,72.0,4.0024999999999995,96.0,0.333,-14,1,LAD,0,3.02,240.0,4.161666666666666,132.0,0.34,10,BOS,0,1,0
BOS_LAD_2018-10-24,2.21,120.0,2.106,120.0,0.333,-14,1,LAD,0,4.8,144.0,3.013333333333333,24.0,0.34,10,BOS,0,1,0
BOS_LAD_2018-10-26,2.86,144.0,3.1712500000000006,78.0,0.333,-14,0,LAD,0,4.86,216.0,4.1537500000000005,90.0,0.34,10,BOS,0,1,1
BOS_LAD_2018-10-27,5.06,24.0,4.236666666666667,24.0,0.34,10,1,BOS,0,3.46,192.0,3.8366666666666664,24.0,0.333,-14,LAD,0,1,1
BOS_LAD_2018-10-28,3.96,120.0,3.58,36.0,0.333,-14,0,LAD,0,4.78,48.0,1.885,72.0,0.34,10,BOS,0,1,0
BOS_NYY_2018-10-05,1.29,8664.0,6.81,34900.8,0.34,10,0,BOS,0,9.16,17280.0,4.41,8670.0,0.335,-38,NYY,1,1,1
BOS_NYY_2018-10-06,4.76,8472.0,3.8833333333333333,56.0,0.335,-38,1,NYY,1,22.36,8712.0,5.068,22800.0,0.34,10,BOS,0,1,1
BOS_NYY_2018-10-08,3.16,120.0,7.322,57916.8,0.335,-38,0,NYY,1,1.73,96480.0,6.81,48.0,0.34,10,BOS,0,1,0
BOS_NYY_2018-10-09,5.49,8472.0,2.6775,78.0,0.335,-38,0,NYY,1,2.81,96.0,4.0975,90.0,0.34,10,BOS,0,1,0
BOS_NYY_2021-10-05,16.17,8664.0,4.2075,32802.0,0.31668919772583703,-21,1,NYY,1,2.61,25800.0,1.17,58088.0,0.31668919772583703,-39,BOS,1,1,0
BOS_NYY_2025-09-30,2.66,8712.0,3.14,30318.0,0.338,-4,0,NYY,1,1.96,34776.0,0.14,16776.0,0.323,9,BOS,1,1,0
BOS_TBR_2021-10-10,2.88,120.0,5.045999999999999,19344.0,0.31668919772583703,-39,0,BOS,1,8.67,9000.0,5.852500000000001,15297.0,0.31668919772583703,27,TBR,0,1,1
BOS_TBR_2021-10-11,9.99,72.0,4.011666666666667,24.0,0.31668919772583703,27,1,TBR,0,1.97,96.0,2.313333333333333,40.0,0.31668919772583703,-39,BOS,1,1,0
CHC_CLE_2016-10-25,3.22,120.0,3.4274999999999998,144.0,0.333,43,1,CHC,0,2.28,168.0,0.615,144.0,0.326,21,CLE,0,1,0
CHC_CLE_2016-10-26,5.37,216.0,4.596666666666667,4644.0,0.326,21,0,CLE,0,3.51,192.0,2.2350000000000003,132.0,0.333,43,CHC,0,1,0
CHC_CLE_2016-10-28,3.15,144.0,2.798,91.2,0.333,43,0,CHC,0,2.49,312.0,1.5666666666666667,64.0,0.326,21,CLE,0,1,0
CHC_CLE_2016-10-29,3.92,240.0,3.4050000000000002,60.0,0.333,43,0,CHC,0,2.26,96.0,2.9250000000000003,48.0,0.326,21,CLE,0,1,0
CHC_CLE_2016-10-30,4.61,96.0,2.7733333333333334,64.0,0.326,21,1,CLE,0,3.3,120.0,2.72,48.0,0.333,43,CHC,0,1,0
CHC_CLE_2016-11-01,3.73,144.0,3.1624999999999996,72.0,0.333,43,1,CHC,0,3.49,96.0,4.298,110.4,0.326,21,CLE,0,1,1
CHC_CLE_2016-11-02,3.2,96.0,2.7575,78.0,0.326,21,0,CLE,0,3.11,120.0,3.1625,48.0,0.333,43,CHC,0,1,0
CHC_COL_2018-10-02,1.81,96480.0,1.7899999999999998,43752.0,0.325,-5,1,COL,0,0.66,8448.0,3.0975,42600.0,0.321,26,CHC,0,1,1
CHC_LAD_2016-10-15,3.15,192.0,1.9383333333333332,104.0,0.333,43,0,CHC,0,5.86,120.0,3.295,78.0,0.315,-12,LAD,0,1,1
CHC_LAD_2016-10-16,4.81,192.0,3.1574999999999998,24.0,0.333,43,0,CHC,0,1.18,72.0,3.83,72.0,0.315,-12,LAD,0,1,0
CHC_LAD_2016-10-18,3.07,120.0,3.4599999999999995,64.0,0.315,-12,0,LAD,0,3.96,192.0,2.2800000000000002,96.0,0.333,43,CHC,0,1,1
CHC_LAD_2016-10-19,5.79,144.0,2.56,1910.4,0.315,-12,0,LAD,0,3.65,192.0,2.728,57.6,0.333,43,CHC,0,1,0
CHC_LAD_2016-10-20,2.72,120.0,2.98,60.0,0.333,43,1,CHC,0,4.65,120.0,3.19,32.0,0.315,-12,LAD,0,1,1
CHC_LAD_2016-10-22,2.32,144.0,2.55,96.0,0.315,-12,1,LAD,0,3.33,144.0,2.15,48.0,0.333,43,CHC,0,1,0
CHC_LAD_2017-10-14,2.28,48.0,19.86,5616.0,0.331,23,1,CHC,0,8.01,192.0,2.5200000000000005,129.6,0.33,-18,LAD,0,1,0
CHC_LAD_2017-10-15,4.76,96.0,4.262499999999999,60.0,0.331,23,1,CHC,0,4.71,192.0,2.0225,66.0,0.33,-18,LAD,0,1,0
CHC_LAD_2017-10-17,5.28,120.0,8.715,60.0,0.331,23,0,CHC,0,3.51,192.0,2.3533333333333335,2208.0,0.33,-18,LAD,0,1,0
CHC_LAD_2017-10-18,8.52,8736.0,1.7200000000000002,62.4,0.33,-18,1,LAD,0,5.03,168.0,4.855,108.0,0.331,23,CHC,0,1,0
CHC_LAD_2017-10-19,3.46,120.0,7.1225,54.0,0.331,23,0,CHC,0,6.68,120.0,1.4766666666666666,40.0,0.33,-18,LAD,0,1,0
CHC_MIA_2020-09-30,5.74,96480.0,1.19,55352.0,0.308,-11,1,MIA,0,6.19,17496.0,5.940000000000001,43638.0,0.309,9,CHC,0,1,1
CHC_MIA_2020-10-02,3.19,96480.0,2.065,24156.0,0.308,-11,1,MIA,0,4.69,25584.0,6.640000000000001,8496.0,0.309,9,CHC,0,1,1
CHC_MIL_2025-10-04,3.14,96.0,3.645,4452.0,0.325,36,1,CHC,0,6.14,8784.0,-0.86,8784.0,0.322,33,MIL,0,1,0
CHC_SDP_2025-09-30,2.91,8352.0,1.8066666666666666,52528.0,0.325,36,0,CHC,0,4.74,34608.0,0.14000000000000012,8544.0,0.311,-7,SDP,0,1,1
CHC_SDP_2025-10-01,1.23,8568.0,2.54,24.0,0.311,-7,1,SDP,0,1.14,24.0,3.215,52530.0,0.325,36,CHC,0,1,1
CHC_SDP_2025-10-02,4.14,8544.0,0.33,2896.0,0.311,-7,1,SDP,0,1.14,25896.0,3.5950000000000006,36.0,0.325,36,CHC,0,1,0
CHC_SFG_2016-10-08,3.65,70296.0,2.2333333333333334,46504.0,0.315,14,1,SFG,0,3.15,8496.0,1.05,41985.6,0.333,43,CHC,0,1,0
CHC_SFG_2016-10-10,1.98,8592.0,1.86,2876.0,0.333,43,1,CHC,0,3.5,120.0,3.032,22761.6,0.315,14,SFG,0,1,0
CHC_SFG_2016-10-11,2.65,8736.0,1.53,33.6,0.333,43,1,CHC,0,3.02,26376.0,3.5660000000000003,33.6,0.315,14,SFG,0,1,1
CHC_WSN_2017-10-06,0.73,26376.0,3.16,56712.0,0.331,-14,0,WSN,0,3.16,8112.0,0.15999999999999998,12516.0,0.331,23,CHC,0,1,0
CHC_WSN_2017-10-07,7.16,8688.0,2.46,28041.6,0.331,-14,0,WSN,0,5.66,8136.0,12.160000000000002,5440.0,0.331,23,CHC,0,1,1
CHC_WSN_2017-10-09,2.84,8664.0,2.4466666666666668,56.0,0.331,-14,1,WSN,0,1.22,96480.0,4.0633333333333335,56.0,0.331,23,CHC,0,1,0
CHC_WSN_2017-10-11,4.91,8256.0,3.694,5356.8,0.331,23,0,CHC,0,0.66,120.0,2.8000000000000003,96.0,0.331,-14,WSN,0,1,0
CHC_WSN_2017-10-12,4.52,144.0,6.523333333333333,56.0,0.331,23,1,CHC,0,5.91,120.0,2.9316666666666666,64.0,0.331,-14,WSN,0,1,1
CHW_HOU_2021-10-07,2.62,26280.0,3.3366666666666664,49704.0,0.31668919772583703,-8,1,CHW,0,2.42,8520.0,2.8366666666666664,37984.0,0.31668919772583703,34,HOU,0,1,0
CHW_HOU_2021-10-08,4.79,8976.0,4.95,7118.4,0.31668919772583703,-8,1,CHW,0,1.79,8568.0,2.4699999999999998,3518.4,0.31668919772583703,34,HOU,0,1,0
CHW_HOU_2021-10-10,9.17,8640.0,4.246,5193.6,0.31668919772583703,34,1,HOU,0,6.17,9000.0,4.0840000000000005,19334.4,0.31668919772583703,-8,CHW,0,1,0
CHW_HOU_2021-10-12,3.83,120.0,3.174,76.8,0.31668919772583703,34,1,HOU,0,4.3,9024.0,3.936666666666667,56.0,0.31668919772583703,-8,CHW,0,1,1
CHW_OAK_2020-09-29,1.33,96480.0,2.5233333333333334,96480.0,0.334,9,1,CHW,1,7.99,8712.0,4.3775,32754.0,0.314,-9,OAK,0,1,1
CHW_OAK_2020-09-30,8.59,8616.0,3.0666666666666664,96480.0,0.334,9,1,CHW,1,2.19,96480.0,5.365,4380.0,0.314,-9,OAK,0,1,0
CHW_OAK_2020-10-01,3.19,96480.0,5.885714285714286,36204.0,0.334,9,1,CHW,1,10.39,43536.0,4.411428571428572,16309.714285714166,0.314,-9,OAK,0,1,0
CLE_HOU_2018-10-05,13.23,8616.0,12.409999999999997,32658.0,0.33,-7,1,CLE,0,1.66,8136.0,1.6933333333333334,40592.0,0.327,47,HOU,0,1,0
CLE_HOU_2018-10-06,1.59,26280.0,2.3,24.0,0.327,47,0,HOU,0,2.6,8712.0,3.975,35048.0,0.33,-7,CLE,0,1,1
CLE_HOU_2018-10-08,4.56,8736.0,12.220000000000002,57.6,0.33,-7,0,CLE,0,5.56,8256.0,2.8266666666666667,5528.0,0.327,47,HOU,0,1,0
CLE_NYY_2017-10-05,10.36,34944.0,0.4933333333333334,43808.0,0.336,25,1,NYY,1,1.21,8088.0,0.91,8088.0,0.336,31,CLE,0,1,0
CLE_NYY_2017-10-06,11.03,8112.0,5.324285714285714,21041.14285714278,0.336,31,0,CLE,0,3.53,43536.0,3.2900000000000005,62.4,0.336,25,NYY,1,1,1
CLE_NYY_2017-10-08,1.59,17592.0,1.83,48.0,0.336,25,0,NYY,1,2.81,96480.0,3.203333333333333,48.0,0.336,31,CLE,0,1,1
CLE_NYY_2017-10-09,8.61,144.0,0.79,72.0,0.336,25,0,NYY,1,1.6,96.0,4.437142857142857,1220.5714285713889,0.336,31,CLE,0,1,1
CLE_NYY_2017-10-11,1.5,120.0,1.7850000000000001,72.0,0.336,25,1,NYY,1,9.63,120.0,2.785,54.0,0.336,31,CLE,0,1,1
CLE_NYY_2020-09-29,7.05,96480.0,6.69,59088.0,0.303,4,0,CLE,0,1.33,8112.0,3.69,8304.0,0.341,-9,NYY,0,1,0
CLE_NYY_2020-09-30,3.94,8376.0,8.565000000000001,8340.0,0.341,-9,1,NYY,0,6.52,17400.0,5.95,67216.0,0.303,4,CLE,0,1,1
CLE_NYY_2022-10-11,3.59,8904.0,4.11,38096.0,0.327,21,0,NYY,0,8.11,17784.0,4.11,72.0,0.306,23,CLE,0,1,1
CLE_NYY_2022-10-14,6.31,96480.0,2.896,35140.0,0.327,21,0,NYY,0,3.71,168.0,3.7,108.0,0.306,23,CLE,0,1,0
CLE_NYY_2022-10-15,3.93,168.0,3.41,96.0,0.306,23,0,CLE,0,0.99,9000.0,1.6949999999999998,24.0,0.327,21,NYY,0,1,1
CLE_NYY_2022-10-16,3.34,120.0,2.555,36.0,0.327,21,1,NYY,0,6.61,120.0,-0.89,96480.0,0.306,23,CLE,0,1,1
CLE_NYY_2022-10-18,54.11,96480.0,3.16,96.0,0.306,23,1,CLE,0,4.61,96.0,1.8333333333333333,56.0,0.327,21,NYY,0,1,0
CLE_NYY_2024-10-14,5.81,120.0,2.42,96480.0,0.306,12,1,CLE,0,2.55,168.0,2.0566666666666666,120.0,0.331,9,NYY,0,1,0
CLE_NYY_2024-10-17,4.56,192.0,3.7516666666666665,112.0,0.331,9,1,NYY,0,2.57,120.0,5.42,84.0,0.306,12,CLE,0,1,0
CLE_TBR_2022-10-08,1.45,17712.0,4.54,38072.0,0.306,23,0,CLE,0,1.11,17112.0,2.4533333333333336,36240.0,0.302,0,TBR,1,1,1
CLE_TOR_2016-10-15,2.11,120.0,2.6366666666666663,56.0,0.326,21,0,CLE,0,3.25,192.0,1.5299999999999998,144.0,0.327,4,TOR,1,1,1
CLE_TOR_2016-10-17,5.44,312.0,2.31,120.0,0.327,4,0,TOR,1,6.52,264.0,3.0483333333333333,32224.0,0.326,21,CLE,0,1,0
CLE_TOR_2016-10-18,5.2,216.0,1.8533333333333335,24.0,0.327,4,0,TOR,1,2.98,96.0,5.163333333333333,32176.0,0.326,21,CLE,0,1,1
CLE_TOR_2016-10-19,1.76,96480.0,1.8166666666666667,40.0,0.326,21,1,CLE,0,3.33,120.0,1.83,32.0,0.327,4,TOR,1,1,1
COL_MIL_2018-10-04,6.56,96480.0,1.9120000000000001,38620.8,0.325,-5,1,COL,0,2.16,96480.0,0.9799999999999999,66614.4,0.322,38,MIL,0,1,0
COL_MIL_2018-10-05,2.49,8784.0,3.14,36.0,0.325,-5,1,COL,0,3.76,96480.0,0.4125,24.0,0.322,38,MIL,0,1,0
COL_MIL_2018-10-07,2.95,96480.0,0.8160000000000001,52.8,0.322,38,1,MIL,0,4.36,96480.0,2.418,67.2,0.325,-5,COL,0,1,1
DET_SEA_2025-10-05,4.42,26112.0,0.6399999999999999,24.0,0.321,-27,0,SEA,0,2.59,120.0,2.49,24.0,0.317,-1,DET,1,1,1
HOU_LAD_2017-10-24,2.66,144.0,4.16,132.0,0.349,6,1,HOU,0,5.29,120.0,2.05,120.0,0.33,-18,LAD,0,1,0
HOU_LAD_2017-10-25,3.85,240.0,3.9475000000000002,12168.0,0.33,-18,0,LAD,0,3.42,120.0,6.08,126.0,0.349,6,HOU,0,1,0
HOU_LAD_2017-10-27,4.7,240.0,2.6060000000000003,48.0,0.33,-18,1,LAD,0,3.59,144.0,4.38,72.0,0.349,6,HOU,0,1,0
HOU_LAD_2017-10-28,6.84,240.0,2.8533333333333335,40.0,0.33,-18,1,LAD,0,3.42,168.0,6.39,72.0,0.349,6,HOU,0,1,1
HOU_LAD_2017-10-29,5.57,120.0,3.361666666666667,36.0,0.33,-18,1,LAD,0,2.65,120.0,4.913333333333333,120.0,0.349,6,HOU,0,1,0
HOU_LAD_2017-10-31,2.97,144.0,6.596666666666667,136.0,0.349,6,1,HOU,0,4.01,144.0,3.0775,48.0,0.33,-18,LAD,0,1,0
HOU_LAD_2017-11-01,3.84,120.0,5.220000000000001,66.0,0.349,6,1,HOU,0,5.61,120.0,4.245,54.0,0.33,-18,LAD,0,1,1
