Gcar,Gtm,Date,Team,Home,Opp,Result,Series,Inngs,Dec,DR,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA,FIP,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,IR,IS,SB,CS,PO,AB,2B,3B,GIDP,SF,ROE,BAbip,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Id,GmSc,DFS(DK),DFS(FD)
1.0,2.0,2023-10-04,MIN,,TOR,"W, 2-0",ALWC G2,7-7,H(1),2.0,1.0,0,0,0,0,0,0,2,0,0,0,3,0.0,-0.75,13,10,1,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.94,0.1,9.2,0.4%,0.52,7t --- 0 out a2,7t 3 out a2,stewabr01,,,
2.0,4.0,2023-10-08,MIN,@,HOU,"W, 6-2",ALDS G2,8-9,,3.0,1.0,1,2,2,1,1,0,1,0,0,0,5,9.0,8.26,22,12,5,1,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.19,0.0,2.97,-0.1%,-1.49,8b --- 0 out a6,8b 3 out a4,stewabr01,,,
3.0,6.0,2023-10-11,MIN,,HOU,"L, 2-3",ALDS G4,3-3,,2.0,1.0,0,0,0,0,0,0,1,0,0,0,3,6.0,5.92,12,9,2,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.72,0.1,14.11,0.6%,0.52,3t --- 0 out tie,3t 3 out tie,stewabr01,,,
,,,,,,2-1,,,"W-L:0-0,Hld:1",,3.0,1,2,2,1,1,0,4,0,0,0,11,6.0,5.92,47,31,8,5,2,4,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.54,0.1,2.97,1.0%,-0.45,,,stewabr01,,,
1,7,2008-10-13,TBR,@,BOS,"W, 9-1",ALCS G3,9-GF(10),,14,1.0,0,0,0,0,0,0,0,0,0,0,3,0.00,3.13,14,8,3,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.01,0.0,0.31,0.0%,0.57,9b --- 0 out a8,9b 3 out a8,jacksed01,,,
2,8,2008-10-14,TBR,@,BOS,"W, 13-4",ALCS G4,8-GF(10),,0,1.1,0,0,0,0,2,0,4,0,0,0,6,0.00,2.27,25,14,7,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,,0.01,0.0,0.25,0.0%,0.92,8b -2- 2 out a9,9b 3 out a9,jacksed01,,,
3,15,2008-10-26,TBR,@,PHI,"L, 2-10",WS G4,5-7,,11,2.0,2,1,1,1,1,1,1,0,0,0,8,2.08,5.90,32,19,9,1,3,3,1,1,0,0,0,0,0,0,7,1,0,1,0,0,.200,0.27,0.0,17.25,-0.8%,0.04,5b --- 0 out d3,6b 3 out d4,jacksed01,,,
4,4,2011-10-05,STL,,PHI,"W, 5-3",NLDS G4,GS-6,W(1-0),7,6.0,5,2,2,0,1,0,4,0,0,0,23,3.00,2.19,77,51,13,9,10,8,2,1,0,,,0,1,0,21,1,1,0,0,0,.294,1.12,0.1,21.34,1.1%,0.69,1t --- 0 out tie,6t 3 out a1,jacksed01,57,,
5,7,2011-10-10,STL,@,MIL,"W, 12-3",NLCS G2,GS-5,,4,4.1,7,2,2,1,1,0,3,0,0,0,21,3.48,3.51,82,46,13,7,6,11,3,0,0,,,0,0,0,20,2,0,0,0,0,.375,0.87,0.0,23.09,0.3%,-1.02,1b --- 0 out a2,5b -23 1 out a5,jacksed01,43,,
6,11,2011-10-16,STL,@,MIL,"W, 12-6",NLCS G6,GS-3,,5,2.0,4,4,4,3,0,0,2,0,0,0,10,5.84,6.27,48,32,8,7,2,6,0,2,0,,,0,0,0,10,0,0,0,0,0,.200,0.78,-0.2,35.12,-7.1%,-3.06,1b --- 0 out a4,2b 3 out a1,jacksed01,34,,
7,15,2011-10-23,STL,@,TEX,"L, 0-4",WS G4,GS-6,L(1-1),6,5.1,3,3,3,0,7,0,3,0,0,0,25,5.60,6.14,109,59,15,10,5,10,2,0,0,,,0,1,0,18,1,0,0,0,0,.200,0.94,0.1,57.50,3.8%,1.32,1b --- 0 out tie,6b 12- 1 out d1,jacksed01,46,,
9,3,2012-10-10,WSN,,STL,"L, 0-8",NLDS G3,GS-5,L(0-1),6,5.0,8,4,4,1,1,0,4,0,0,0,22,7.20,4.69,68,41,10,7,9,8,5,1,0,,,0,0,0,20,3,0,2,0,0,.467,0.59,-0.2,12.10,-3.0%,-1.60,1t --- 0 out tie,5t 3 out d4,jacksed01,38,,
10,5,2012-10-12,WSN,,STL,"L, 7-9",NLDS G5,7-7,H(1),1,1.0,1,1,1,0,2,0,2,0,0,0,6,7.50,4.76,23,12,2,6,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,.500,1.79,0.0,74.51,-0.2%,-0.52,7t --- 0 out a3,7t 3 out a2,jacksed01,,,
,,,,,,5-4,,,"W-L:1-2,Hld:1",,28.0,30,17,17,6,15,1,23,0,0,0,124,5.46,5.81,478,282,80,50,37,49,15,5,0,1,0,0,2,0,107,9,1,3,0,0,.308,0.82,-0.3,0.31,-6.0%,-2.65,,,jacksed01,44,,
1,1,2022-10-07,NYM,,SDP,"L, 1-7",NLWC G1,7-7,,4,1.0,0,0,0,0,1,0,1,0,0,0,4,0.00,4.11,13,7,3,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.04,0.0,0.42,0.0%,0.47,7t --- 0 out d6,7t 3 out d6,lugose01,,,
2,2,2022-10-08,NYM,,SDP,"W, 7-3",NLWC G2,9-GF,S(1),0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,3.86,4,3,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,.000,1.36,0.0,15.10,0.2%,0.75,9t 123 2 out a4,9t 3 out a4,lugose01,,,
3,3,2022-10-09,NYM,,SDP,"L, 0-6",NLWC G3,7-7,,0,0.2,2,0,0,0,0,0,2,0,0,0,4,0.00,1.61,20,13,4,4,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1.000,0.25,0.0,5.26,0.0%,-0.11,7t --- 0 out d4,7t -23 2 out d4,lugose01,,,
4,2,2024-10-02,KCR,@,BAL,"W, 2-1",ALWC G2,GS-5,,3,4.1,5,1,1,1,1,0,6,1,0,0,21,2.08,4.78,82,50,12,11,5,8,1,1,0,,,0,0,0,19,0,0,0,0,1,.333,1.40,-0.1,15.57,-0.3%,-0.19,1b --- 0 out a1,5b 123 1 out tie,lugose01,54,,
5,5,2024-10-09,KCR,,NYY,"L, 2-3",ALDS G3,GS-5,,6,5.0,2,2,2,0,4,0,2,0,0,0,21,2.89,4.77,87,46,13,4,7,8,2,0,0,,,0,0,0,15,1,0,0,1,0,.143,1.15,0.0,24.12,-0.3%,0.44,1t --- 0 out tie,5t 3 out d2,lugose01,53,,
,,,,,,2-3,,,"W-L:0-0,Sv:1",,11.1,9,3,3,1,6,0,11,1,0,0,51,2.38,4.22,206,119,32,20,16,17,4,1,0,3,0,0,0,0,42,2,0,0,1,1,.258,1.10,0.0,15.57,-0.3%,1.37,,,lugose01,54,,
1,6,2020-10-08,NYY,,TBR,"W, 5-1",ALDS G4,GS-4,,13,4.0,3,1,1,0,3,0,4,0,0,0,17,2.25,3.44,62,34,9,8,7,3,2,1,0,,,0,0,0,14,1,0,1,0,0,.300,1.40,0.1,27.14,1.3%,1.04,1t --- 0 out tie,4t 3 out a1,montgjo01,53,,
2,2,2022-10-08,STL,,PHI,"L, 0-2",NLWC G2,5-7,,6,2.2,2,0,0,0,3,1,3,0,0,0,11,0.00,4.24,37,22,6,4,3,2,0,0,0,2,1,0,1,1,6,1,0,0,1,0,.500,1.22,0.1,13.52,0.4%,1.12,5t 1-3 1 out d1,7t 3 out d2,montgjo01,,,
3,1,2023-10-03,TEX,@,TBR,"W, 4-0",ALWC G1,GS-8,W(1-0),4,7.0,6,0,0,0,0,0,5,0,0,0,27,0.00,1.83,93,61,16,9,11,11,5,2,0,,,0,0,0,26,1,0,0,0,0,.286,0.98,0.4,10.15,2.4%,3.54,1b --- 0 out tie,7b 3 out a4,montgjo01,70,,
4,4,2023-10-08,TEX,@,BAL,"W, 11-8",ALDS G2,GS-5,,4,4.0,9,5,4,1,1,0,2,0,0,1,23,3.27,3.44,88,55,8,4,7,13,5,5,0,,,0,0,0,21,3,0,0,1,0,.421,0.75,-0.2,11.47,-1.5%,-3.42,1b --- 0 out tie,5b 1-- 0 out a5,montgjo01,27,,
5,6,2023-10-15,TEX,@,HOU,"W, 2-0",ALCS G1,GS-7,W(2-0),6,6.1,5,0,0,0,1,0,6,0,0,0,25,2.08,2.85,90,60,13,10,5,13,8,1,0,,,0,0,0,24,0,0,0,0,0,.278,1.20,0.4,31.26,6.8%,3.31,1b --- 0 out tie,7b --- 1 out a2,montgjo01,68,,
6,10,2023-10-20,TEX,,HOU,"L, 4-5",ALCS G5,GS-6,,4,5.1,5,2,2,1,2,0,3,0,0,0,24,2.38,3.52,82,54,12,9,12,7,3,0,0,,,0,0,0,22,0,0,0,0,0,.222,1.05,-0.1,43.69,-3.0%,-0.52,1t --- 0 out tie,6t 123 1 out d1,montgjo01,51,,
7,12,2023-10-23,TEX,@,HOU,"W, 11-4",ALCS G7,3-6,W(3-0),2,2.1,3,0,0,0,0,0,1,0,0,0,10,2.16,3.42,32,22,4,4,2,7,4,0,0,1,0,0,0,0,10,0,0,0,0,0,.333,0.56,0.1,46.58,4.2%,1.39,3b --3 2 out a2,5b 3 out a6,montgjo01,,,
8,14,2023-10-28,TEX,,ARI,"L, 1-9",WS G2,GS-7,L(3-1),4,6.0,9,4,4,1,1,1,0,0,0,0,26,2.90,3.90,75,50,13,1,13,12,5,5,0,,,1,0,1,24,3,0,1,0,0,.348,0.95,-0.1,49.99,-3.5%,-0.32,1t --- 0 out tie,7t 1-- 0 out d2,montgjo01,37,,
,,,,,,5-3,,,W-L:3-1,,37.2,42,12,11,3,11,2,24,0,0,1,163,2.63,3.88,559,358,81,49,60,68,32,14,0,3,1,1,1,2,147,9,0,2,2,0,.320,1.02,0.7,11.47,7.0%,6.14,,,montgjo01,51,,
1,5,2018-10-14,HOU,@,BOS,"L, 5-7",ALCS G2,7-8,,13,1.0,2,1,1,0,1,0,2,0,0,0,6,9.00,2.16,27,16,2,4,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,.667,0.31,0.0,8.06,0.1%,0.19,7b --- 2 out d2,8b 12- 2 out d2,jamesjo02,,,
2,7,2018-10-17,HOU,,BOS,"L, 6-8",ALCS G4,3-6,L(0-1),2,3.2,4,3,3,1,1,0,5,0,0,0,15,7.71,4.23,51,36,7,15,5,4,1,0,0,1,0,0,1,0,14,2,0,0,0,0,.375,1.09,-0.2,33.38,-4.0%,-0.80,3t -2- 1 out d2,6t 3 out d1,jamesjo02,,,
3,3,2019-10-07,HOU,@,TBR,"L, 3-10",ALDS G3,8-GF,,9,1.0,2,0,0,0,1,0,1,0,0,0,5,0.00,4.21,21,13,5,1,1,2,2,0,0,0,0,0,0,0,4,0,0,1,0,0,.667,0.01,0.0,0.06,0.0%,0.53,8b --- 0 out d7,8b 3 out d7,jamesjo02,,,
4,4,2019-10-08,HOU,@,TBR,"L, 1-4",ALDS G4,4-5,,0,0.1,1,0,0,0,0,0,1,0,0,0,2,0.00,2.46,6,5,1,3,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1.000,0.40,0.0,7.80,0.1%,0.24,4b 1-- 2 out d4,4b 3 out d4,jamesjo02,,,
5,6,2019-10-12,HOU,,NYY,"L, 0-7",ALCS G1,7-8,,3,1.1,0,0,0,0,0,0,3,0,0,0,4,0.00,0.59,16,10,5,4,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,.000,0.13,0.0,3.33,0.2%,1.22,7t -23 2 out d5,8t 3 out d5,jamesjo02,,,
6,7,2019-10-13,HOU,,NYY,"W, 3-2 (11)",ALCS G2,11-GF(11),W(1-0),0,0.1,0,0,0,0,0,0,1,0,0,0,1,0.00,0.21,10,9,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,4.54,0.1,116.88,1.8%,0.47,11t 12- 2 out tie,11t 3 out tie,jamesjo02,,,
7,9,2019-10-17,HOU,@,NYY,"W, 8-3",ALCS G4,6-7,,3,1.0,2,2,2,1,1,0,2,0,0,0,6,4.50,3.96,24,14,6,3,0,3,1,1,0,0,0,0,0,0,5,1,0,0,0,0,.500,0.82,-0.1,25.05,-1.0%,-1.46,6b --- 0 out a5,6b 3 out a3,jamesjo02,,,
8,11,2019-10-19,HOU,,NYY,"W, 6-4",ALCS G6,2-3,,1,1.0,1,0,0,0,2,0,1,0,0,0,6,3.60,4.61,32,17,6,1,1,2,1,0,0,2,0,0,0,0,4,0,0,0,0,0,.333,1.41,0.0,54.89,0.4%,0.22,2t 12- 2 out a2,3t 123 2 out a2,jamesjo02,,,
9,13,2019-10-23,HOU,,WSN,"L, 3-12",WS G2,7-8,,3,1.0,2,3,1,1,1,0,3,0,0,0,7,4.50,6.05,27,18,8,5,1,2,2,0,0,1,0,0,0,0,6,0,0,0,0,0,.500,0.04,0.0,1.91,-0.2%,-1.55,7t -2- 2 out d6,8t 12- 2 out d8,jamesjo02,,,
10,14,2019-10-25,HOU,@,WSN,"W, 4-1",WS G3,5-6,W(2-0),1,0.1,0,0,0,0,0,0,1,0,0,0,1,4.26,5.58,8,5,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,2.79,0.1,116.25,2.3%,0.63,5b -23 2 out a2,5b 3 out a2,jamesjo02,,,
11,15,2019-10-26,HOU,@,WSN,"W, 8-1",WS G4,6-6,,0,0.1,0,1,1,0,2,0,1,0,0,0,3,5.40,6.06,15,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.07,0.0,68.21,-1.6%,-0.41,6b --- 0 out a4,6b 12- 1 out a4,jamesjo02,,,
12,5,2020-10-07,HOU,,OAK,"L, 7-9",ALDS G3,6-7,BS(1),14,1.0,3,3,3,1,1,0,0,0,0,0,6,27.00,19.19,24,14,5,0,3,2,1,0,0,0,0,0,0,0,5,0,0,1,0,0,.500,1.37,-0.3,14.16,-2.0%,-2.46,6t --- 0 out a3,7t --- 0 out tie,jamesjo02,,,
13,9,2020-10-13,HOU,,TBR,"L, 2-5",ALCS G3,7-8,,5,2.0,0,0,0,0,0,0,3,0,0,0,6,9.00,6.52,26,18,7,4,1,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,.000,0.24,0.0,5.00,0.5%,1.02,7t --- 0 out d3,8t 3 out d3,jamesjo02,,,
14,11,2020-10-15,HOU,,TBR,"W, 4-3",ALCS G5,7-8,BS(2),1,1.0,2,1,1,1,0,0,0,0,0,0,4,9.00,8.94,16,11,4,2,3,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,.333,1.91,-0.1,34.59,-1.4%,-0.49,7t --- 2 out a1,8t --- 2 out tie,jamesjo02,,,
,,,,,,6-8,,,"W-L:2-1,BSv:2",,15.1,19,14,12,5,10,0,24,0,0,0,72,7.04,6.26,303,192,63,44,20,18,8,2,0,11,0,0,1,0,62,3,0,3,0,0,.424,0.85,-0.5,8.06,-4.8%,-2.65,,,jamesjo02,,,
1,1,2017-10-03,MIN,@,NYY,"L, 4-8",ALWC G1,3-6,L(0-1),3,3.0,5,3,3,1,0,0,4,0,0,0,14,9.00,4.82,59,41,9,5,2,8,4,3,0,0,0,0,0,0,14,1,0,0,0,0,.444,0.81,-0.2,16.82,-2.1%,-1.35,3b --- 0 out tie,5b 3 out d3,berrijo01,,,
2,1,2019-10-04,MIN,@,NYY,"L, 4-10",ALDS G1,GS-5,,6,4.0,4,3,1,0,3,0,6,0,0,0,19,2.25,2.46,88,54,14,10,3,7,4,2,0,,,0,0,0,16,2,0,0,0,1,.400,1.29,-0.1,20.13,-1.2%,-0.83,1b --- 0 out a1,4b 3 out d1,berrijo01,49,,
3,2,2020-09-30,MIN,,HOU,"L, 1-3",ALWC G2,GS-5,,4,5.0,2,1,1,0,2,0,4,0,0,0,19,1.80,2.79,75,47,16,1,8,5,0,0,0,,,0,0,0,17,0,0,0,0,0,.154,0.94,0.1,10.46,0.9%,1.60,1t --- 0 out tie,5t 3 out d1,berrijo01,61,,
4,2,2023-10-04,TOR,@,MIN,"L, 0-2",ALWC G2,GS-4,L(0-1),6,3.0,3,1,1,0,1,0,5,0,0,0,12,3.00,0.92,47,32,7,8,4,2,2,0,0,,,0,0,0,11,0,0,1,0,0,.500,0.81,0.1,7.86,0.6%,1.18,1b --- 0 out tie,4b 1-- 0 out tie,berrijo01,53,,
,,,,,,0-4,,,W-L:0-2,,15.0,14,8,6,1,6,0,19,0,0,0,64,3.60,2.74,269,174,46,24,17,22,10,5,0,0,0,0,0,0,58,3,0,1,0,1,.342,0.99,-0.1,10.46,-1.8%,0.59,,,berrijo01,54,,
1,1,2017-10-04,ARI,,COL,"W, 11-8",NLWC G1,4-4,W(1-0),2,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,3.16,7,5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.000,0.91,0.0,18.96,0.3%,0.25,4t 1-- 2 out a2,4t 3 out a2,chafian01,,,
2,2,2017-10-06,ARI,@,LAD,"L, 5-9",NLDS G1,8-8,,1,0.0,1,1,1,0,0,0,0,0,0,0,1,27.00,3.16,4,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,0.09,0.0,1.41,0.0%,-0.38,8b --- 0 out d3,8b 1-- 0 out d3,chafian01,,,
3,4,2017-10-09,ARI,,LAD,"L, 1-3",NLDS G3,9-GF,,2,0.1,1,0,0,0,0,0,0,0,0,0,1,13.50,3.16,5,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.000,0.34,0.0,3.52,0.1%,0.25,9t 1-- 2 out d2,9t 3 out d2,chafian01,,,
4,1,2020-09-30,CHC,,MIA,"L, 1-5",NLWC G1,8-8,,2,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,3.19,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.000,0.26,0.0,2.70,0.1%,0.38,8t --3 2 out d4,8t 3 out d4,chafian01,,,
,,,,,,1-3,,,W-L:1-0,,1.0,2,1,1,0,0,0,0,0,0,0,4,9.00,3.17,18,11,3,2,1,3,1,0,0,3,0,0,0,0,4,0,0,0,0,0,.500,0.40,0.0,18.96,0.4%,0.51,,,chafian01,,,
1,2,2022-10-08,TOR,,SEA,"L, 9-10",ALWC G2,8-9,BL(0-1),2,1.2,4,2,2,0,1,1,4,0,0,0,10,10.80,0.11,29,20,1,8,0,5,3,1,0,2,2,0,0,0,9,3,0,0,0,0,.800,3.14,-0.6,34.85,-3.8%,-2.40,8t 12- 0 out a3,9t -2- 2 out d1,romanjo03,,,
2,2,2023-10-04,TOR,@,MIN,"L, 0-2",ALWC G2,7-GF,,3,1.1,1,0,0,0,0,0,1,1,0,0,6,0.00,4.01,15,12,3,2,3,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,.250,0.36,0.0,3.53,0.2%,0.97,7b 12- 2 out d2,8b 3 out d2,romanjo03,,,
,,,,,,0-2,,,"W-L:0-1,BSv:1",,3.0,5,2,2,0,1,1,5,1,0,0,16,6.00,1.84,44,32,4,10,3,6,3,1,0,4,2,0,0,0,14,3,0,0,0,0,.556,2.10,-0.5,3.53,-3.6%,-1.43,,,romanjo03,,,
1,1,2009-10-07,MIN,@,NYY,"L, 2-7",ALDS G1,GS-5,L(0-1),2,4.2,7,5,5,1,1,0,3,0,0,1,22,9.64,5.24,79,59,11,9,8,10,4,2,0,,,0,0,0,21,1,0,0,0,0,.353,1.05,-0.2,16.41,-2.0%,-1.41,1b --- 0 out tie,5b 1-- 2 out d2,duensbr01,32,,
2,3,2010-10-09,MIN,@,NYY,"L, 1-6",ALDS G3,GS-4,L(0-1),6,3.1,7,5,5,1,1,0,1,0,0,0,17,13.50,7.28,58,39,13,0,5,10,4,2,0,,,0,0,0,16,1,1,1,0,0,.429,0.84,-0.2,8.64,-1.1%,-2.44,1b --- 0 out tie,4b 1-- 1 out d4,duensbr01,26,,
3,1,2016-10-04,BAL,@,TOR,"L, 2-5 (11)",ALWC G1,11-11,,3,0.1,0,0,0,0,0,0,1,0,0,0,1,0.00,-2.85,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2.28,0.1,47.50,0.7%,0.24,11b --- 0 out tie,11b --- 1 out tie,duensbr01,,,
4,4,2017-10-11,CHC,,WSN,"L, 0-5",NLDS G4,8-9,,11,0.2,0,0,0,0,0,0,0,0,0,0,3,0.00,3.16,9,7,1,0,2,1,1,0,0,2,0,0,0,0,3,0,0,0,0,1,.000,0.06,0.0,1.41,0.1%,0.44,8t 12- 2 out d5,9t 1-- 1 out d5,duensbr01,,,
5,5,2017-10-12,CHC,@,WSN,"W, 9-8",NLDS G5,5-5,W(1-0),0,0.2,0,0,0,0,1,0,1,0,0,0,3,0.00,3.91,19,11,2,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.000,1.40,0.0,58.47,0.8%,0.29,5b --- 0 out a3,5b 1-- 2 out a3,duensbr01,,,
6,7,2017-10-15,CHC,@,LAD,"L, 1-4",NLCS G2,8-9,L(1-1),2,1.2,1,1,1,0,2,1,1,0,0,0,7,3.00,4.82,21,10,4,2,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,.500,2.75,0.1,72.81,2.0%,0.67,8b --- 0 out tie,9b -2- 2 out tie,duensbr01,,,
7,9,2017-10-18,CHC,,LAD,"W, 3-2",NLCS G4,7-7,H(1),2,0.1,0,0,0,0,0,0,0,0,0,0,1,2.70,4.66,2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,.000,2.48,0.1,23.91,0.4%,0.45,7t 12- 2 out a2,7t 3 out a2,duensbr01,,,
8,10,2017-10-19,CHC,,LAD,"L, 1-11",NLCS G5,6-7,,0,2.0,0,0,0,0,1,0,2,0,0,0,7,1.69,3.91,28,15,6,2,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,.000,0.02,0.0,0.36,0.0%,1.07,6t --- 0 out d8,7t 3 out d8,duensbr01,,,
,,,,,,2-6,,,"W-L:1-3,Hld:1",,13.2,15,11,11,2,6,1,9,0,0,1,61,7.24,5.02,221,145,39,16,22,24,10,4,0,4,0,0,0,0,53,2,1,2,0,1,.310,1.08,-0.1,1.41,0.9%,-0.69,,,duensbr01,29,,
1.0,2.0,2017-10-06,ARI,@,LAD,"L, 5-9",NLDS G1,2-7,,5.0,5.0,4,3,2,0,2,0,5,0,0,1,22,3.6,2.36,100,58,12,12,7,8,4,1,0,0,0,0,0,0,19,0,0,0,0,1,0.286,0.31,0.0,4.79,-0.4%,-0.52,2b --- 0 out d4,6b 3 out d5,godleza01,,,
,,,,,,0-1,,,W-L:0-0,,5.0,4,3,2,0,2,0,5,0,0,1,22,3.6,2.36,100,58,12,12,7,8,4,1,0,0,0,0,0,0,19,0,0,0,0,1,0.286,0.31,0.0,4.79,-0.4%,-0.52,,,godleza01,,,
19.0,3.0,2025-10-04,LAD,@,PHI,"W, 5-3",NLDS G1,GS-7,W(1-0),10.0,6.0,3,3,3,0,1,0,9,1,0,0,23,4.5,1.14,89,60,12,21,6,6,3,0,0,,,0,0,0,20,0,1,0,1,0,0.25,0.64,-0.1,10.08,-0.6%,0.22,1b --- 0 out tie,6b 3 out d1,ohtansh01,62,26.5,46.0
26.0,10.0,2025-10-17,LAD,,MIL,"W, 5-1",NLCS G4,GS-7,W(2-0),12.0,6.0,2,0,0,0,3,0,10,0,0,0,22,2.25,1.22,100,66,14,19,4,5,1,1,0,,,0,0,0,19,1,0,0,0,0,0.222,0.82,0.2,9.11,1.1%,2.03,1t --- 0 out tie,7t 12- 0 out a4,ohtansh01,75,34.5,58.0
30.0,14.0,2025-10-28,LAD,,TOR,"L, 2-6",WS G4,GS-7,L(2-1),10.0,6.0,6,4,4,1,1,0,6,0,0,0,25,3.5,2.08,93,60,14,11,7,11,4,2,0,,,0,0,0,24,1,0,0,0,0,0.294,0.81,-0.1,51.53,-2.6%,-0.46,1t --- 0 out tie,7t -23 0 out d1,ohtansh01,49,13.3,24.0
33.0,17.0,2025-11-01,LAD,@,TOR,"W, 5-4 (11)",WS G7,GS-3,,3.0,2.1,5,3,3,1,2,1,3,0,0,1,13,4.43,2.84,51,31,10,6,1,7,4,1,0,,,0,1,0,10,0,0,0,0,0,0.667,1.57,-0.2,261.79,-16.2%,-1.73,1b --- 0 out tie,3b --- 1 out d3,ohtansh01,36,1.05,7.0
,,,,,,3-1,,,W-L:2-1,,20.1,16,10,10,2,7,1,28,1,0,1,83,4.43,2.84,333,217,50,57,18,29,12,4,0,,,0,1,0,73,2,1,0,1,0,0.318,0.89,-0.1,9.11,-18.2%,0.05,,,ohtansh01,56,75.35,135.0
1,2,2012-10-07,CIN,@,SFG,"W, 9-0",NLDS G2,8-9,,3,1.0,0,0,0,0,1,0,1,0,0,0,4,0.00,4.09,19,10,4,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.00,0.0,0.06,0.0%,0.42,8b --- 0 out a9,8b 3 out a9,hoovejj01,,,
2,4,2012-10-10,CIN,,SFG,"L, 3-8",NLDS G4,7-8,,2,1.2,0,0,0,0,1,0,1,0,0,0,4,0.00,3.84,15,8,4,1,2,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,.000,0.14,0.0,2.63,0.1%,1.01,7t 1-- 1 out d5,8t 3 out d5,hoovejj01,,,
3,1,2013-10-01,CIN,@,PIT,"L, 2-6",NLWC G1,4-5,,2,0.2,0,0,0,0,0,0,0,0,0,0,2,0.00,3.05,4,4,1,1,2,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,.000,0.73,0.0,15.21,0.0%,0.47,4b 123 1 out d3,4b 3 out d4,hoovejj01,,,
,,,,,,1-2,,,W-L:0-0,,3.1,0,0,0,0,2,0,2,0,0,0,10,0.00,3.68,38,22,9,2,5,1,0,0,0,4,1,0,0,0,8,0,0,2,0,0,.000,0.18,0.0,2.63,0.1%,1.91,,,hoovejj01,,,
1.0,1.0,2020-09-29,CLE,,NYY,"L, 3-12",ALWC G1,7-9,,1.0,2.0,3,2,2,2,0,0,2,0,0,0,9,9.0,14.19,32,21,8,3,3,4,1,0,0,1,1,0,0,0,9,0,0,0,0,0,0.2,0.01,0.0,0.08,0.0%,-1.93,7t 1-- 2 out d7,9t 1-- 2 out d10,hillca02,,,
,,,,,,0-1,,,W-L:0-0,,2.0,3,2,2,2,0,0,2,0,0,0,9,9.0,14.19,32,21,8,3,3,4,1,0,0,1,1,0,0,0,9,0,0,0,0,0,0.2,0.01,0.0,0.08,0.0%,-1.93,,,hillca02,,,
1,1,2022-10-11,NYY,,CLE,"W, 4-1",ALDS G1,8-9,H(1),22,1.1,0,0,0,0,0,0,1,0,0,0,3,0.00,1.61,8,7,1,2,2,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,.000,0.87,0.1,13.63,0.9%,1.09,8t 1-- 0 out a3,9t --- 1 out a3,peralwa01,,,
2,2,2022-10-14,NYY,,CLE,"L, 2-4 (10)",ALDS G2,8-9,,2,1.0,0,0,0,0,0,0,2,0,0,0,3,0.00,0.54,15,11,2,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.55,0.1,24.80,1.0%,0.48,8t --- 1 out tie,9t --- 1 out tie,peralwa01,,,
